Product,Division,Product Category,Customer,Country,Sales Org,Calendar Year/Month,Calendar Year,Calendar month, Cost of Goods , Discount , Net Sales , Revenue ,Sales Quantity
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,JUN 2011,2011,6," $14,250.00 ", $-   ," $29,771.32 "," $29,771.32 ",15 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,JUN 2010,2010,6," $16,150.00 ", $-   ," $33,242.04 "," $33,242.04 ",17 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,JUN 2008,2008,6," $17,100.00 ", $-   ," $34,164.96 "," $34,164.96 ",18 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Ostseerad,DE,Germany North,JUN 2009,2009,6," $19,000.00 ", $-   ," $38,530.37 "," $38,530.37 ",20 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,FEB 2007,2007,2, $25.00 , $-   , $55.00 , $55.00 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,APR 2007,2007,4, $25.00 , $-   , $55.00 , $55.00 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,JUL 2007,2007,7, $25.00 , $-   , $55.00 , $55.00 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,AUG 2007,2007,8, $25.00 , $-   , $55.00 , $55.00 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,SEP 2007,2007,9, $25.00 , $-   , $55.00 , $55.00 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,OCT 2007,2007,10, $25.00 , $-   , $55.00 , $55.00 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,FEB 2008,2008,2, $25.00 , $-   , $55.83 , $55.83 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,JUN 2008,2008,6, $25.00 , $-   , $55.83 , $55.83 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,OCT 2008,2008,10, $25.00 , $-   , $55.83 , $55.83 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,SEP 2009,2009,9, $25.00 , $-   , $56.66 , $56.66 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,OCT 2009,2009,10, $25.00 , $-   , $56.66 , $56.66 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,FEB 2010,2010,2, $25.00 , $-   , $57.51 , $57.51 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,APR 2010,2010,4, $25.00 , $-   , $57.51 , $57.51 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,JUN 2010,2010,6, $25.00 , $-   , $57.51 , $57.51 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,SEP 2010,2010,9, $25.00 , $-   , $57.51 , $57.51 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,OCT 2010,2010,10, $25.00 , $-   , $57.51 , $57.51 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,APR 2011,2011,4, $25.00 , $-   , $58.37 , $58.37 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,MAY 2011,2011,5, $25.00 , $-   , $58.37 , $58.37 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,AUG 2011,2011,8, $25.00 , $-   , $58.37 , $58.37 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,OCT 2011,2011,10, $25.00 , $-   , $58.37 , $58.37 ,1 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,MAY 2008,2008,5, $50.00 , $-   , $111.65 , $111.65 ,2 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,JUL 2008,2008,7, $50.00 , $-   , $111.65 , $111.65 ,2 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,AUG 2008,2008,8, $50.00 , $-   , $111.65 , $111.65 ,2 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,SEP 2008,2008,9, $50.00 , $-   , $111.65 , $111.65 ,2 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,APR 2009,2009,4, $50.00 , $-   , $113.32 , $113.32 ,2 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,MAY 2009,2009,5, $50.00 , $-   , $113.32 , $113.32 ,2 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,JUL 2009,2009,7, $50.00 , $-   , $113.32 , $113.32 ,2 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,AUG 2009,2009,8, $50.00 , $-   , $113.32 , $113.32 ,2 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,JUL 2010,2010,7, $50.00 , $-   , $115.02 , $115.02 ,2 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,AUG 2010,2010,8, $50.00 , $-   , $115.02 , $115.02 ,2 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,MAY 2007,2007,5, $75.00 , $-   , $165.01 , $165.01 ,3 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,JUN 2007,2007,6, $75.00 , $-   , $165.01 , $165.01 ,3 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,JUN 2009,2009,6, $75.00 , $-   , $169.98 , $169.98 ,3 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,JUL 2011,2011,7, $75.00 , $-   , $175.11 , $175.11 ,3 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,APR 2008,2008,4, $100.00 , $-   , $223.30 , $223.30 ,4 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,MAY 2010,2010,5, $125.00 , $-   , $287.55 , $287.55 ,5 
Off Road Helmet,AS,ACC,Ostseerad,DE,Germany North,JUN 2011,2011,6, $150.00 , $-   , $350.22 , $350.22 ,6 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,MAY 2007,2007,5," $2,700.00 ", $-   ," $4,950.00 "," $4,950.00 ",1 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,JUL 2007,2007,7," $2,700.00 ", $-   ," $4,950.00 "," $4,950.00 ",1 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,APR 2008,2008,4," $2,700.00 ", $-   ," $5,024.25 "," $5,024.25 ",1 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,MAY 2008,2008,5," $2,700.00 ", $-   ," $5,024.25 "," $5,024.25 ",1 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,JUL 2008,2008,7," $2,700.00 ", $-   ," $5,024.25 "," $5,024.25 ",1 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,AUG 2008,2008,8," $2,700.00 ", $-   ," $5,024.25 "," $5,024.25 ",1 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,MAY 2009,2009,5," $2,700.00 ", $-   ," $5,099.61 "," $5,099.61 ",1 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,JUL 2009,2009,7," $2,700.00 ", $-   ," $5,099.61 "," $5,099.61 ",1 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,MAY 2010,2010,5," $2,700.00 ", $-   ," $5,176.11 "," $5,176.11 ",1 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,JUL 2010,2010,7," $2,700.00 ", $-   ," $5,176.11 "," $5,176.11 ",1 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,APR 2011,2011,4," $2,700.00 ", $-   ," $5,253.75 "," $5,253.75 ",1 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,JUL 2011,2011,7," $2,700.00 ", $-   ," $5,253.75 "," $5,253.75 ",1 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,AUG 2011,2011,8," $2,700.00 ", $-   ," $5,253.75 "," $5,253.75 ",1 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,JUN 2007,2007,6," $5,400.00 ", $-   ," $9,900.01 "," $9,900.01 ",2 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,JUN 2008,2008,6," $5,400.00 ", $-   ," $10,048.50 "," $10,048.50 ",2 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,JUN 2009,2009,6," $5,400.00 ", $-   ," $10,199.23 "," $10,199.23 ",2 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,JUN 2010,2010,6," $5,400.00 ", $-   ," $10,352.22 "," $10,352.22 ",2 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,MAY 2011,2011,5," $5,400.00 ", $-   ," $10,507.49 "," $10,507.49 ",2 
Professional Road Bike (Campagnolo),BI,ROB,Ostseerad,DE,Germany North,JUN 2011,2011,6," $5,400.00 ", $-   ," $10,507.49 "," $10,507.49 ",2 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,MAR 2007,2007,3," $2,200.00 ", $-   ," $4,400.00 "," $4,400.00 ",1 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,NOV 2007,2007,11," $2,200.00 ", $-   ," $4,400.00 "," $4,400.00 ",1 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,DEC 2007,2007,12," $2,200.00 ", $-   ," $4,400.00 "," $4,400.00 ",1 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,NOV 2008,2008,11," $2,200.00 ", $-   ," $4,466.00 "," $4,466.00 ",1 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,NOV 2009,2009,11," $2,200.00 ", $-   ," $4,532.99 "," $4,532.99 ",1 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,DEC 2009,2009,12," $2,200.00 ", $-   ," $4,532.99 "," $4,532.99 ",1 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,JAN 2010,2010,1," $2,200.00 ", $-   ," $4,600.99 "," $4,600.99 ",1 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,NOV 2010,2010,11," $2,200.00 ", $-   ," $4,600.99 "," $4,600.99 ",1 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,DEC 2011,2011,12," $2,200.00 ", $-   ," $4,670.00 "," $4,670.00 ",1 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,MAR 2008,2008,3," $4,400.00 ", $-   ," $8,932.01 "," $8,932.01 ",2 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,APR 2008,2008,4," $4,400.00 ", $-   ," $8,932.01 "," $8,932.01 ",2 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,SEP 2008,2008,9," $4,400.00 ", $-   ," $8,932.01 "," $8,932.01 ",2 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,OCT 2008,2008,10," $4,400.00 ", $-   ," $8,932.01 "," $8,932.01 ",2 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,JUN 2009,2009,6," $4,400.00 ", $-   ," $9,065.98 "," $9,065.98 ",2 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,JUL 2009,2009,7," $4,400.00 ", $-   ," $9,065.98 "," $9,065.98 ",2 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,SEP 2009,2009,9," $4,400.00 ", $-   ," $9,065.98 "," $9,065.98 ",2 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,OCT 2009,2009,10," $4,400.00 ", $-   ," $9,065.98 "," $9,065.98 ",2 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,MAR 2010,2010,3," $4,400.00 ", $-   ," $9,201.98 "," $9,201.98 ",2 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,JUN 2010,2010,6," $4,400.00 ", $-   ," $9,201.98 "," $9,201.98 ",2 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,OCT 2010,2010,10," $4,400.00 ", $-   ," $9,201.98 "," $9,201.98 ",2 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,FEB 2011,2011,2," $4,400.00 ", $-   ," $9,340.00 "," $9,340.00 ",2 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,JUL 2008,2008,7," $6,600.00 ", $-   ," $13,398.01 "," $13,398.01 ",3 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,AUG 2008,2008,8," $6,600.00 ", $-   ," $13,398.01 "," $13,398.01 ",3 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,MAY 2009,2009,5," $6,600.00 ", $-   ," $13,598.98 "," $13,598.98 ",3 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,MAY 2011,2011,5," $6,600.00 ", $-   ," $14,010.00 "," $14,010.00 ",3 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,JUL 2011,2011,7," $6,600.00 ", $-   ," $14,010.00 "," $14,010.00 ",3 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,APR 2007,2007,4," $8,800.00 ", $-   ," $17,599.99 "," $17,599.99 ",4 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,SEP 2007,2007,9," $8,800.00 ", $-   ," $17,599.99 "," $17,599.99 ",4 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,MAY 2008,2008,5," $8,800.00 ", $-   ," $17,864.02 "," $17,864.02 ",4 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,JUL 2010,2010,7," $8,800.00 ", $-   ," $18,403.96 "," $18,403.96 ",4 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,SEP 2010,2010,9," $8,800.00 ", $-   ," $18,403.96 "," $18,403.96 ",4 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,SEP 2011,2011,9," $8,800.00 ", $-   ," $18,679.99 "," $18,679.99 ",4 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,JUL 2007,2007,7," $11,000.00 ", $-   ," $21,999.99 "," $21,999.99 ",5 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,AUG 2007,2007,8," $11,000.00 ", $-   ," $21,999.99 "," $21,999.99 ",5 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,JUN 2008,2008,6," $11,000.00 ", $-   ," $22,330.02 "," $22,330.02 ",5 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,APR 2009,2009,4," $11,000.00 ", $-   ," $22,664.96 "," $22,664.96 ",5 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,AUG 2009,2009,8," $11,000.00 ", $-   ," $22,664.96 "," $22,664.96 ",5 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,MAY 2010,2010,5," $11,000.00 ", $-   ," $23,004.95 "," $23,004.95 ",5 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,AUG 2010,2010,8," $11,000.00 ", $-   ," $23,004.95 "," $23,004.95 ",5 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,AUG 2011,2011,8," $11,000.00 ", $-   ," $23,349.99 "," $23,349.99 ",5 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,APR 2010,2010,4," $13,200.00 ", $-   ," $27,605.94 "," $27,605.94 ",6 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,JUN 2011,2011,6," $13,200.00 ", $-   ," $28,019.99 "," $28,019.99 ",6 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,APR 2011,2011,4," $15,400.00 ", $-   ," $32,689.99 "," $32,689.99 ",7 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,MAY 2007,2007,5," $17,600.00 ", $-   ," $35,199.99 "," $35,199.99 ",8 
Professional Road Bike (Shimano),BI,ROB,Ostseerad,DE,Germany North,JUN 2007,2007,6," $24,200.00 ", $-   ," $48,399.98 "," $48,399.98 ",11 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,APR 2007,2007,4," $2,350.00 ", $-   ," $4,620.00 "," $4,620.00 ",1 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,JUL 2007,2007,7," $2,350.00 ", $-   ," $4,620.00 "," $4,620.00 ",1 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,APR 2008,2008,4," $2,350.00 ", $-   ," $4,689.29 "," $4,689.29 ",1 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,JUN 2008,2008,6," $2,350.00 ", $-   ," $4,689.29 "," $4,689.29 ",1 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,JUL 2008,2008,7," $2,350.00 ", $-   ," $4,689.29 "," $4,689.29 ",1 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,AUG 2008,2008,8," $2,350.00 ", $-   ," $4,689.29 "," $4,689.29 ",1 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,SEP 2008,2008,9," $2,350.00 ", $-   ," $4,689.29 "," $4,689.29 ",1 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,MAY 2009,2009,5," $2,350.00 ", $-   ," $4,759.64 "," $4,759.64 ",1 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,SEP 2009,2009,9," $2,350.00 ", $-   ," $4,759.64 "," $4,759.64 ",1 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,APR 2010,2010,4," $2,350.00 ", $-   ," $4,831.04 "," $4,831.04 ",1 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,JUL 2010,2010,7," $2,350.00 ", $-   ," $4,831.04 "," $4,831.04 ",1 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,AUG 2010,2010,8," $2,350.00 ", $-   ," $4,831.04 "," $4,831.04 ",1 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,APR 2011,2011,4," $2,350.00 ", $-   ," $4,903.50 "," $4,903.50 ",1 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,MAY 2011,2011,5," $2,350.00 ", $-   ," $4,903.50 "," $4,903.50 ",1 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,JUL 2011,2011,7," $2,350.00 ", $-   ," $4,903.50 "," $4,903.50 ",1 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,MAY 2007,2007,5," $4,700.00 ", $-   ," $9,240.01 "," $9,240.01 ",2 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,JUN 2007,2007,6," $4,700.00 ", $-   ," $9,240.01 "," $9,240.01 ",2 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,JUN 2009,2009,6," $4,700.00 ", $-   ," $9,519.27 "," $9,519.27 ",2 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,JUN 2010,2010,6," $4,700.00 ", $-   ," $9,662.08 "," $9,662.08 ",2 
Professional Road Bike (SRAM),BI,ROB,Ostseerad,DE,Germany North,JUN 2011,2011,6," $4,700.00 ", $-   ," $9,806.99 "," $9,806.99 ",2 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,MAR 2007,2007,3," $1,500.00 ", $-   ," $3,519.99 "," $3,519.99 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,JUN 2007,2007,6," $1,500.00 ", $-   ," $3,519.99 "," $3,519.99 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,SEP 2007,2007,9," $1,500.00 ", $-   ," $3,519.99 "," $3,519.99 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,MAR 2008,2008,3," $1,500.00 ", $-   ," $3,572.80 "," $3,572.80 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,JUL 2008,2008,7," $1,500.00 ", $-   ," $3,572.80 "," $3,572.80 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,AUG 2008,2008,8," $1,500.00 ", $-   ," $3,572.80 "," $3,572.80 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,OCT 2008,2008,10," $1,500.00 ", $-   ," $3,572.80 "," $3,572.80 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,OCT 2009,2009,10," $1,500.00 ", $-   ," $3,626.39 "," $3,626.39 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,MAR 2010,2010,3," $1,500.00 ", $-   ," $3,680.79 "," $3,680.79 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,APR 2010,2010,4," $1,500.00 ", $-   ," $3,680.79 "," $3,680.79 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,AUG 2010,2010,8," $1,500.00 ", $-   ," $3,680.79 "," $3,680.79 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,FEB 2011,2011,2," $1,500.00 ", $-   ," $3,736.00 "," $3,736.00 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,MAR 2011,2011,3," $1,500.00 ", $-   ," $3,736.00 "," $3,736.00 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,APR 2011,2011,4," $1,500.00 ", $-   ," $3,736.00 "," $3,736.00 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,JUN 2011,2011,6," $1,500.00 ", $-   ," $3,736.00 "," $3,736.00 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,JUL 2011,2011,7," $1,500.00 ", $-   ," $3,736.00 "," $3,736.00 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,AUG 2011,2011,8," $1,500.00 ", $-   ," $3,736.00 "," $3,736.00 ",1 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,APR 2007,2007,4," $3,000.00 ", $-   ," $7,039.99 "," $7,039.99 ",2 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,MAY 2007,2007,5," $3,000.00 ", $-   ," $7,039.99 "," $7,039.99 ",2 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,JUL 2007,2007,7," $3,000.00 ", $-   ," $7,039.99 "," $7,039.99 ",2 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,AUG 2007,2007,8," $3,000.00 ", $-   ," $7,039.99 "," $7,039.99 ",2 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,SEP 2008,2008,9," $3,000.00 ", $-   ," $7,145.61 "," $7,145.61 ",2 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,JUL 2009,2009,7," $3,000.00 ", $-   ," $7,252.79 "," $7,252.79 ",2 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,AUG 2009,2009,8," $3,000.00 ", $-   ," $7,252.79 "," $7,252.79 ",2 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,MAY 2010,2010,5," $3,000.00 ", $-   ," $7,361.58 "," $7,361.58 ",2 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,SEP 2011,2011,9," $3,000.00 ", $-   ," $7,472.00 "," $7,472.00 ",2 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,APR 2008,2008,4," $4,500.00 ", $-   ," $10,718.41 "," $10,718.41 ",3 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,MAY 2008,2008,5," $4,500.00 ", $-   ," $10,718.41 "," $10,718.41 ",3 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,JUN 2008,2008,6," $4,500.00 ", $-   ," $10,718.41 "," $10,718.41 ",3 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,APR 2009,2009,4," $4,500.00 ", $-   ," $10,879.18 "," $10,879.18 ",3 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,MAY 2009,2009,5," $6,000.00 ", $-   ," $14,505.58 "," $14,505.58 ",4 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,JUN 2009,2009,6," $7,500.00 ", $-   ," $18,131.97 "," $18,131.97 ",5 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,MAY 2011,2011,5," $7,500.00 ", $-   ," $18,679.99 "," $18,679.99 ",5 
Professional Touring Bike (black),BI,TOU,Ostseerad,DE,Germany North,JUN 2010,2010,6," $9,000.00 ", $-   ," $22,084.75 "," $22,084.75 ",6 
Professional Touring Bike (red),BI,TOU,Ostseerad,DE,Germany North,APR 2007,2007,4," $1,500.00 ", $-   ," $3,519.99 "," $3,519.99 ",1 
Professional Touring Bike (red),BI,TOU,Ostseerad,DE,Germany North,JUN 2007,2007,6," $1,500.00 ", $-   ," $3,519.99 "," $3,519.99 ",1 
Professional Touring Bike (red),BI,TOU,Ostseerad,DE,Germany North,SEP 2007,2007,9," $1,500.00 ", $-   ," $3,519.99 "," $3,519.99 ",1 
Professional Touring Bike (red),BI,TOU,Ostseerad,DE,Germany North,MAR 2008,2008,3," $1,500.00 ", $-   ," $3,572.80 "," $3,572.80 ",1 
Professional Touring Bike (red),BI,TOU,Ostseerad,DE,Germany North,OCT 2008,2008,10," $1,500.00 ", $-   ," $3,572.80 "," $3,572.80 ",1 
Professional Touring Bike (red),BI,TOU,Ostseerad,DE,Germany North,MAR 2009,2009,3," $1,500.00 ", $-   ," $3,626.39 "," $3,626.39 ",1 
Professional Touring Bike (red),BI,TOU,Ostseerad,DE,Germany North,JUL 2009,2009,7," $1,500.00 ", $-   ," $3,626.39 "," $3,626.39 ",1 
Professional Touring Bike (red),BI,TOU,Ostseerad,DE,Germany North,SEP 2009,2009,9," $1,500.00 ", $-   ," $3,626.39 "," $3,626.39 ",1 
Professional Touring Bike (red),BI,TOU,Ostseerad,DE,Germany North,FEB 2010,2010,2," $1,500.00 ", $-   ," $3,680.79 "," $3,680.79 ",1 
Professional Touring Bike (red),BI,TOU,Ostseerad,DE,Germany North,AUG 2010,2010,8," $1,500.00 ", $-   ," $3,680.79 "," $3,680.79 ",1 
Professional Touring Bike (red),BI,TOU,Ostseerad,DE,Germany North,SEP 2010,2010,9," $1,500.00 ", $-   ," $3,680.79 "," $3,680.79 ",1 
Professional Touring Bike (red),BI,TOU,Ostseerad,DE,Germany North,OCT 2010,2010,10," $1,500.00 ", $-   ," $3,680.79 "," $3,680.79 ",1 
Professional Touring Bike (red),BI,TOU,Ostseerad,DE,Germany North,FEB 2011,2011,2," $1,500.00 ", $-   ," $3,736.00 "," $3,736.00 ",1 
Professional Touring Bike (red),BI,TOU,Ostseerad,DE,Germany North,AUG 2011,2011,8," $1,500.00 ", $-   ," $3,736.00 "," $3,736.00 ",1 
Professional Touring Bike (red),BI,TOU,Ostseerad,DE,Germany North,SEP 2011,2011,9," $1,500.00 ", $-   ," $3,736.00 "," $3,736.00 ",1 
