alternate,bar,weekend,hungry,price,raining,reservation,type,wait_estimate,will_wait,average_spending
Yes,No,No,No,$,Yes,Yes,Italian,>60,No,0
No,Yes,Yes,Yes,$,Yes,No,Italian,0-10,Yes,177
Yes,No,Yes,Yes,$,Yes,No,Italian,10-30,Yes,319
Yes,No,No,No,$,Yes,Yes,Italian,0-10,Yes,121
Yes,Yes,Yes,No,$$$,Yes,Yes,Burger,30-60,Yes,113
No,No,Yes,Yes,$,No,No,Italian,0-10,Yes,211
Yes,No,Yes,Yes,$,No,No,Italian,30-60,Yes,26
No,No,No,Yes,$,No,No,Italian,30-60,No,0
No,Yes,No,Yes,$$,No,Yes,Thai,10-30,Yes,24
Yes,No,Yes,No,$,Yes,No,Italian,10-30,Yes,333
Yes,Yes,Yes,Yes,$$,No,No,Italian,30-60,Yes,87
No,No,Yes,Yes,$,No,Yes,Italian,10-30,Yes,114
Yes,Yes,Yes,Yes,$$$,No,Yes,Italian,30-60,Yes,39
Yes,No,Yes,No,$$$,Yes,Yes,Italian,10-30,No,0
No,No,Yes,No,$$,Yes,No,Burger,30-60,Yes,102
No,Yes,Yes,Yes,$$,No,No,Italian,30-60,Yes,429
No,No,Yes,Yes,$,Yes,No,Italian,10-30,No,0
No,Yes,Yes,Yes,$$$,Yes,No,Burger,>60,Yes,331
Yes,No,No,Yes,$$,Yes,No,Italian,10-30,Yes,24
Yes,Yes,Yes,No,$,No,Yes,French,10-30,Yes,107
No,No,Yes,Yes,$,Yes,No,Italian,0-10,Yes,161
No,Yes,Yes,Yes,$,No,No,Burger,10-30,Yes,26
No,No,Yes,Yes,$$,Yes,No,Burger,30-60,No,0
Yes,Yes,Yes,Yes,$,Yes,Yes,Burger,>60,No,0
No,Yes,Yes,No,$$,Yes,No,Italian,10-30,Yes,31
Yes,No,Yes,Yes,$$,No,No,Italian,30-60,Yes,152
No,Yes,Yes,Yes,$,Yes,Yes,Thai,10-30,Yes,286
No,Yes,No,Yes,$$$,No,Yes,Thai,30-60,Yes,30
No,No,No,Yes,$$,No,Yes,Thai,30-60,Yes,218
Yes,No,Yes,Yes,$,Yes,Yes,Italian,>60,No,0
Yes,No,Yes,Yes,$$$,No,Yes,Italian,0-10,Yes,39
Yes,No,Yes,No,$$,No,Yes,Italian,>60,No,0
No,No,Yes,No,$$,No,No,Italian,>60,No,0
Yes,No,No,Yes,$,No,No,Italian,0-10,Yes,367
Yes,Yes,Yes,No,$,Yes,Yes,Italian,30-60,Yes,106
No,Yes,Yes,No,$$,No,No,Burger,30-60,Yes,31
No,Yes,No,Yes,$$,Yes,Yes,Italian,30-60,No,0
Yes,No,No,Yes,$,No,No,Burger,10-30,No,0
Yes,No,Yes,No,$$$,No,Yes,Italian,10-30,Yes,143
Yes,Yes,Yes,No,$,Yes,Yes,Thai,10-30,Yes,26
Yes,Yes,No,No,$,No,No,Italian,>60,No,0
No,No,Yes,Yes,$$,Yes,No,Italian,30-60,Yes,231
No,Yes,Yes,No,$,No,No,Burger,30-60,Yes,243
No,No,Yes,Yes,$,Yes,Yes,French,10-30,Yes,26
Yes,No,Yes,Yes,$$$,Yes,Yes,Italian,>60,Yes,39
Yes,Yes,Yes,No,$$,No,Yes,Italian,>60,No,0
No,No,No,No,$$,No,No,Italian,0-10,No,0
No,No,No,Yes,$$,Yes,No,Burger,>60,No,0
Yes,No,Yes,No,$,No,No,French,0-10,Yes,158
Yes,No,Yes,Yes,$,Yes,Yes,Italian,>60,No,0
No,Yes,Yes,Yes,$$,No,No,Burger,0-10,Yes,111
No,No,Yes,No,$,No,Yes,Italian,>60,No,0
No,No,Yes,No,$$,No,No,Burger,0-10,Yes,31
Yes,Yes,No,Yes,$,Yes,Yes,Italian,0-10,Yes,325
Yes,No,Yes,No,$,Yes,No,Italian,>60,No,0
Yes,No,No,No,$,No,No,Italian,0-10,No,0
Yes,Yes,Yes,No,$,No,No,Italian,>60,No,0
Yes,Yes,No,Yes,$$$,No,No,French,0-10,Yes,30
Yes,No,No,Yes,$,Yes,No,Burger,0-10,Yes,180
No,No,No,No,$,Yes,No,Italian,10-30,Yes,65
No,Yes,Yes,Yes,$,Yes,No,Italian,30-60,Yes,48
Yes,No,No,No,$,Yes,No,Italian,10-30,Yes,40
No,No,Yes,Yes,$,Yes,Yes,Burger,30-60,Yes,26
Yes,No,Yes,No,$,Yes,No,French,>60,No,0
No,Yes,Yes,No,$$,No,No,Burger,30-60,Yes,490
Yes,No,Yes,Yes,$$,Yes,Yes,Burger,30-60,Yes,31
No,Yes,Yes,No,$$,Yes,No,Italian,0-10,Yes,209
No,Yes,Yes,No,$$,Yes,Yes,Italian,30-60,Yes,297
Yes,Yes,Yes,Yes,$,No,No,Burger,>60,Yes,26
Yes,Yes,Yes,Yes,$$,No,Yes,Italian,>60,Yes,31
No,No,Yes,Yes,$,No,Yes,Italian,10-30,Yes,26
No,Yes,Yes,Yes,$,No,No,Burger,30-60,Yes,321
Yes,No,Yes,Yes,$,No,No,Italian,>60,No,0
No,Yes,Yes,No,$,No,No,Italian,>60,No,0
Yes,Yes,Yes,No,$,No,No,Italian,10-30,Yes,26
Yes,No,Yes,No,$,No,No,Burger,10-30,Yes,157
No,Yes,No,No,$$$,Yes,Yes,Italian,10-30,No,0
Yes,Yes,No,Yes,$$,No,Yes,Italian,0-10,Yes,345
No,No,Yes,No,$,Yes,No,Burger,0-10,Yes,26
No,Yes,Yes,Yes,$,No,Yes,Italian,0-10,Yes,26
Yes,Yes,No,No,$,Yes,No,Italian,10-30,Yes,20
No,Yes,Yes,No,$,Yes,No,Burger,>60,No,0
Yes,No,Yes,Yes,$$,Yes,Yes,Italian,10-30,Yes,170
Yes,Yes,Yes,No,$$,Yes,Yes,French,10-30,Yes,232
Yes,No,Yes,No,$,No,No,Burger,>60,No,0
No,No,Yes,Yes,$,No,No,French,10-30,Yes,163
Yes,No,Yes,Yes,$$$,Yes,Yes,Burger,10-30,Yes,327
No,Yes,Yes,Yes,$,Yes,No,Italian,10-30,Yes,26
Yes,Yes,Yes,Yes,$,No,Yes,Italian,10-30,No,0
Yes,Yes,Yes,Yes,$,Yes,No,Burger,0-10,No,0
Yes,Yes,Yes,No,$,Yes,No,Italian,>60,No,0
No,No,Yes,No,$$,No,No,Italian,30-60,No,0
No,No,No,Yes,$$,No,Yes,Burger,10-30,Yes,222
Yes,Yes,No,No,$,No,No,Italian,0-10,Yes,88
Yes,Yes,Yes,No,$,Yes,Yes,Italian,0-10,Yes,26
No,No,Yes,No,$$,Yes,Yes,Italian,>60,No,0
No,Yes,Yes,No,$,Yes,No,Italian,>60,No,0
No,Yes,Yes,Yes,$,No,No,Italian,10-30,Yes,26
Yes,Yes,Yes,No,$$$,No,Yes,Italian,0-10,Yes,174
No,Yes,No,No,$$,Yes,Yes,Italian,10-30,Yes,134
Yes,Yes,Yes,Yes,$$,No,No,Italian,>60,No,0
No,Yes,Yes,Yes,$$,No,No,Italian,30-60,Yes,31
Yes,No,Yes,Yes,$,No,No,Burger,0-10,Yes,115
Yes,No,No,Yes,$$$,Yes,Yes,Italian,0-10,Yes,30
Yes,No,Yes,Yes,$,Yes,No,Italian,30-60,Yes,26
No,No,Yes,Yes,$,No,Yes,Burger,30-60,Yes,489
No,Yes,Yes,No,$,Yes,Yes,Burger,30-60,Yes,292
No,Yes,Yes,No,$,No,No,Burger,>60,No,0
Yes,No,No,Yes,$,No,Yes,Burger,>60,No,0
Yes,No,Yes,No,$,Yes,No,Burger,0-10,Yes,115
No,No,Yes,No,$,No,No,Burger,>60,No,0
Yes,No,Yes,No,$,Yes,No,Italian,30-60,Yes,424
Yes,No,Yes,No,$,Yes,No,French,>60,No,0
Yes,Yes,Yes,No,$,Yes,No,Italian,10-30,Yes,173
No,Yes,Yes,No,$,Yes,No,Italian,10-30,Yes,26
Yes,No,Yes,No,$,Yes,No,French,0-10,Yes,26
No,No,No,No,$,Yes,Yes,Burger,10-30,Yes,20
No,Yes,Yes,No,$,No,No,Thai,>60,No,0
No,Yes,Yes,Yes,$,Yes,Yes,Burger,30-60,Yes,26
No,Yes,No,Yes,$,Yes,No,French,10-30,Yes,20
No,No,No,Yes,$,Yes,No,Italian,>60,No,0
Yes,Yes,No,Yes,$$$,No,Yes,Italian,30-60,Yes,202
No,No,Yes,Yes,$,No,No,Thai,0-10,Yes,26
No,No,Yes,Yes,$$,No,Yes,Burger,30-60,Yes,31
No,Yes,No,No,$$,No,No,Burger,10-30,Yes,413
Yes,Yes,No,Yes,$,No,Yes,French,30-60,No,0
Yes,Yes,Yes,Yes,$,No,Yes,Thai,0-10,Yes,221
Yes,No,No,No,$$,No,No,Italian,30-60,No,0
Yes,Yes,Yes,Yes,$,Yes,Yes,Italian,>60,No,0
No,Yes,Yes,Yes,$$,No,Yes,Burger,10-30,Yes,261
No,No,Yes,No,$$,No,No,Burger,0-10,Yes,239
Yes,Yes,Yes,Yes,$,Yes,No,Italian,10-30,Yes,236
Yes,Yes,Yes,No,$,Yes,Yes,Italian,>60,No,0
Yes,No,No,No,$,Yes,Yes,Italian,10-30,Yes,20
Yes,No,Yes,No,$,No,No,Burger,10-30,Yes,102
No,No,Yes,Yes,$,Yes,No,Burger,30-60,Yes,242
Yes,No,No,Yes,$,No,No,Burger,10-30,No,0
Yes,No,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$$$,Yes,Yes,Italian,>60,Yes,39
Yes,Yes,No,No,$$,No,No,Burger,>60,No,0
Yes,No,Yes,No,$,Yes,No,Burger,0-10,Yes,26
Yes,Yes,Yes,Yes,$,Yes,No,Burger,0-10,Yes,105
Yes,Yes,Yes,Yes,$,No,No,Thai,>60,No,0
No,No,Yes,Yes,$$,Yes,Yes,Italian,10-30,Yes,40
No,No,Yes,No,$,Yes,No,Italian,30-60,No,0
No,No,Yes,Yes,$,Yes,No,Italian,30-60,No,0
No,Yes,No,No,$$,Yes,Yes,Italian,0-10,Yes,24
No,No,Yes,No,$,No,Yes,Italian,30-60,Yes,26
No,Yes,Yes,Yes,$,Yes,No,Burger,>60,No,0
Yes,Yes,Yes,Yes,$$$,No,Yes,Burger,0-10,Yes,681
Yes,Yes,Yes,No,$,No,No,French,10-30,Yes,255
No,Yes,Yes,Yes,$$,No,No,Italian,10-30,Yes,31
Yes,No,Yes,Yes,$$$,Yes,No,Burger,30-60,Yes,88
No,Yes,Yes,No,$,Yes,No,Italian,0-10,Yes,157
Yes,No,No,Yes,$$,Yes,No,Thai,0-10,Yes,144
Yes,Yes,Yes,No,$,No,No,Italian,0-10,Yes,129
Yes,No,Yes,Yes,$$,Yes,Yes,Italian,0-10,Yes,31
Yes,No,Yes,Yes,$,No,No,Italian,30-60,Yes,26
Yes,No,Yes,No,$$$,No,Yes,Italian,0-10,No,0
Yes,Yes,Yes,Yes,$$,Yes,No,Thai,>60,No,0
No,Yes,Yes,No,$$,No,No,Italian,0-10,Yes,339
No,Yes,No,No,$$,Yes,No,Italian,0-10,No,0
Yes,No,No,Yes,$,Yes,No,Thai,0-10,Yes,260
No,Yes,No,No,$,Yes,No,French,10-30,Yes,384
Yes,Yes,Yes,No,$,Yes,No,Burger,10-30,Yes,164
No,Yes,No,Yes,$,Yes,No,Italian,0-10,Yes,20
Yes,No,Yes,Yes,$$,Yes,No,Italian,>60,No,0
No,Yes,Yes,Yes,$$,Yes,Yes,Italian,10-30,Yes,35
Yes,Yes,Yes,Yes,$,No,No,Thai,30-60,Yes,26
No,No,Yes,Yes,$,No,No,Italian,0-10,Yes,152
Yes,No,No,Yes,$$,No,No,French,>60,Yes,294
No,No,Yes,No,$,No,No,Italian,>60,No,0
Yes,No,No,Yes,$$,No,Yes,Burger,30-60,No,0
Yes,No,Yes,No,$,No,Yes,Burger,30-60,Yes,116
Yes,No,No,Yes,$,Yes,Yes,Burger,>60,No,0
No,Yes,Yes,Yes,$$,Yes,No,French,10-30,No,0
No,Yes,Yes,Yes,$,Yes,No,Burger,10-30,Yes,140
No,No,Yes,Yes,$,No,No,Burger,>60,No,0
Yes,Yes,Yes,Yes,$$,Yes,No,French,10-30,Yes,183
No,No,No,Yes,$,Yes,Yes,Italian,0-10,Yes,20
Yes,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,104
No,No,Yes,Yes,$$$,No,No,Italian,30-60,Yes,39
No,No,Yes,No,$$,Yes,No,Italian,10-30,No,0
No,Yes,Yes,Yes,$,Yes,No,Italian,10-30,Yes,86
No,Yes,No,Yes,$,No,No,Italian,0-10,Yes,138
Yes,Yes,Yes,Yes,$$,Yes,Yes,Burger,0-10,Yes,115
No,Yes,Yes,Yes,$,Yes,No,Burger,>60,No,0
No,Yes,Yes,No,$,No,No,Italian,10-30,Yes,151
Yes,Yes,Yes,Yes,$,No,No,Burger,10-30,No,0
Yes,Yes,Yes,No,$,No,No,Burger,10-30,No,0
No,Yes,No,Yes,$,No,Yes,Italian,30-60,Yes,398
No,No,No,Yes,$$,No,No,Burger,0-10,Yes,53
Yes,Yes,Yes,No,$,No,No,French,30-60,Yes,69
Yes,Yes,Yes,Yes,$,Yes,No,Burger,10-30,Yes,140
Yes,No,Yes,Yes,$,Yes,No,Burger,>60,No,0
No,No,Yes,Yes,$$,Yes,No,Italian,0-10,Yes,142
No,No,Yes,Yes,$,Yes,Yes,Italian,10-30,Yes,26
No,No,Yes,No,$,No,No,Italian,30-60,Yes,231
Yes,Yes,Yes,No,$,Yes,No,Italian,0-10,Yes,26
Yes,Yes,No,Yes,$,No,No,Burger,0-10,Yes,20
Yes,No,Yes,No,$,No,No,Burger,10-30,Yes,119
No,No,Yes,Yes,$,No,No,Italian,>60,No,0
Yes,Yes,No,Yes,$,Yes,No,Burger,10-30,Yes,20
No,Yes,Yes,Yes,$$$,Yes,Yes,French,30-60,Yes,121
Yes,Yes,Yes,Yes,$$,No,Yes,Italian,30-60,Yes,439
No,Yes,Yes,Yes,$$,No,No,Italian,30-60,Yes,62
No,No,Yes,Yes,$,Yes,No,French,>60,No,0
Yes,Yes,No,Yes,$$,Yes,Yes,Thai,0-10,Yes,301
No,No,No,No,$,No,No,Burger,10-30,Yes,20
Yes,No,No,No,$,Yes,No,Italian,0-10,Yes,124
No,No,Yes,Yes,$,No,No,Italian,0-10,Yes,157
Yes,Yes,No,Yes,$$,No,Yes,Italian,0-10,Yes,63
Yes,No,Yes,No,$,No,Yes,Burger,0-10,No,0
No,Yes,Yes,Yes,$,Yes,No,Burger,>60,Yes,26
Yes,No,No,Yes,$$$,Yes,Yes,Italian,30-60,Yes,389
No,Yes,Yes,Yes,$,No,Yes,Burger,30-60,Yes,104
Yes,No,Yes,No,$,Yes,No,Italian,>60,No,0
Yes,No,Yes,No,$,No,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$,Yes,No,Italian,10-30,Yes,472
Yes,Yes,Yes,No,$$,No,Yes,Italian,>60,No,0
No,No,Yes,Yes,$,No,No,Burger,10-30,Yes,26
Yes,No,Yes,Yes,$,Yes,No,Burger,10-30,Yes,26
Yes,Yes,No,No,$,No,No,French,>60,No,0
No,No,Yes,Yes,$,No,No,Burger,30-60,No,0
No,Yes,Yes,Yes,$,No,No,Italian,>60,No,0
No,Yes,Yes,No,$,Yes,No,Burger,0-10,Yes,98
No,No,No,No,$$$,No,Yes,Italian,0-10,Yes,30
No,Yes,Yes,Yes,$,Yes,No,Italian,0-10,Yes,405
No,No,Yes,Yes,$$,No,No,Italian,10-30,Yes,48
Yes,Yes,No,Yes,$$$,No,Yes,Italian,10-30,Yes,30
No,Yes,Yes,Yes,$,Yes,No,Italian,0-10,Yes,61
Yes,No,No,Yes,$,Yes,No,French,0-10,Yes,20
No,Yes,No,No,$,No,No,Italian,>60,No,0
Yes,No,Yes,No,$,No,No,French,>60,No,0
Yes,Yes,Yes,No,$$,No,Yes,Thai,>60,No,0
Yes,Yes,Yes,Yes,$,No,Yes,Burger,>60,No,0
No,Yes,Yes,No,$$$,Yes,Yes,Burger,10-30,Yes,101
No,Yes,Yes,Yes,$$,Yes,Yes,Italian,30-60,Yes,31
No,No,Yes,Yes,$$,Yes,No,Italian,>60,No,0
No,Yes,Yes,Yes,$,No,No,Burger,10-30,Yes,26
Yes,Yes,No,No,$,No,No,Burger,10-30,Yes,20
No,Yes,Yes,Yes,$,No,No,Italian,>60,No,0
Yes,No,No,Yes,$$,No,No,Italian,0-10,No,0
Yes,No,Yes,Yes,$,Yes,Yes,Italian,0-10,Yes,26
No,No,No,Yes,$$,No,Yes,Burger,0-10,Yes,24
No,No,No,No,$,Yes,No,Italian,10-30,Yes,186
No,Yes,Yes,No,$,No,No,French,0-10,Yes,81
Yes,Yes,Yes,Yes,$,Yes,No,Italian,10-30,Yes,92
No,Yes,Yes,Yes,$,Yes,No,Burger,30-60,Yes,141
Yes,No,Yes,No,$,No,Yes,French,>60,No,0
No,No,No,No,$,No,No,Italian,10-30,Yes,96
Yes,Yes,Yes,Yes,$,No,No,Italian,0-10,Yes,503
No,Yes,Yes,Yes,$$,Yes,Yes,Burger,>60,No,0
No,Yes,Yes,No,$,Yes,No,Italian,0-10,Yes,494
Yes,No,Yes,Yes,$$,Yes,Yes,Burger,30-60,Yes,31
No,Yes,Yes,Yes,$$,No,No,Italian,0-10,Yes,49
No,Yes,Yes,Yes,$,No,No,Burger,>60,No,0
No,No,Yes,Yes,$,No,No,Italian,0-10,Yes,26
No,No,Yes,Yes,$,Yes,No,Italian,30-60,No,0
No,Yes,Yes,No,$,Yes,No,Italian,>60,No,0
No,No,Yes,Yes,$$,Yes,No,French,30-60,Yes,31
No,Yes,Yes,Yes,$$$,Yes,Yes,Italian,>60,Yes,151
Yes,Yes,Yes,Yes,$,No,No,Italian,10-30,No,0
Yes,Yes,Yes,Yes,$$$,No,Yes,Burger,>60,Yes,316
No,Yes,No,No,$$,No,No,Italian,0-10,Yes,233
No,No,Yes,No,$,No,No,Thai,>60,No,0
No,No,No,Yes,$,Yes,Yes,Burger,0-10,Yes,20
Yes,No,No,No,$,Yes,No,French,>60,No,0
Yes,Yes,No,No,$,Yes,No,Italian,30-60,No,0
No,Yes,No,Yes,$,Yes,Yes,Burger,0-10,Yes,33
Yes,Yes,Yes,Yes,$,Yes,No,French,0-10,Yes,34
No,No,Yes,Yes,$,Yes,No,Italian,0-10,Yes,195
No,No,Yes,Yes,$$,No,Yes,Burger,0-10,Yes,335
No,Yes,Yes,Yes,$,No,No,Italian,10-30,Yes,359
No,No,No,Yes,$,Yes,No,Burger,30-60,No,0
Yes,No,Yes,Yes,$,Yes,Yes,Italian,0-10,Yes,353
Yes,No,Yes,No,$,No,No,Burger,>60,No,0
No,No,No,Yes,$$$,Yes,Yes,Italian,0-10,Yes,132
Yes,Yes,No,Yes,$$,Yes,No,Italian,0-10,No,0
Yes,No,Yes,Yes,$,No,No,Burger,30-60,Yes,279
No,Yes,No,Yes,$$,Yes,Yes,Burger,30-60,Yes,440
Yes,No,Yes,Yes,$,No,No,Italian,0-10,Yes,26
No,Yes,No,Yes,$,No,No,Burger,10-30,Yes,30
No,Yes,No,Yes,$$$,Yes,Yes,Thai,10-30,Yes,227
No,No,No,No,$$,No,Yes,Italian,>60,No,0
No,Yes,Yes,No,$$,No,No,French,>60,No,0
Yes,Yes,No,No,$$$,Yes,No,Italian,>60,Yes,63
No,No,No,Yes,$,Yes,No,Burger,>60,No,0
Yes,Yes,Yes,Yes,$,No,No,French,10-30,Yes,206
No,No,Yes,Yes,$,No,No,Italian,10-30,Yes,26
No,Yes,Yes,Yes,$$,No,No,Italian,30-60,Yes,231
Yes,No,Yes,Yes,$$,No,Yes,Thai,30-60,Yes,454
No,No,Yes,Yes,$$,Yes,Yes,Burger,>60,No,0
Yes,No,No,No,$,No,No,Burger,0-10,Yes,116
Yes,No,Yes,Yes,$$,No,No,Italian,30-60,Yes,31
No,No,Yes,Yes,$$,No,Yes,Burger,10-30,Yes,429
No,Yes,Yes,No,$,Yes,No,Burger,0-10,Yes,141
No,Yes,Yes,No,$,Yes,No,Burger,30-60,Yes,143
No,No,No,Yes,$$,No,Yes,Burger,0-10,Yes,179
No,Yes,Yes,Yes,$$,No,Yes,Burger,30-60,Yes,31
No,Yes,Yes,Yes,$,Yes,No,French,>60,No,0
Yes,Yes,Yes,Yes,$,No,No,French,>60,No,0
Yes,No,Yes,Yes,$,Yes,No,Burger,0-10,Yes,26
No,No,Yes,No,$$,Yes,Yes,Italian,10-30,Yes,246
Yes,Yes,No,Yes,$$$,No,Yes,Italian,10-30,Yes,100
Yes,No,Yes,No,$$$,No,Yes,Italian,>60,Yes,458
No,No,Yes,Yes,$,No,Yes,Burger,>60,No,0
No,Yes,No,No,$$,No,Yes,French,10-30,Yes,119
Yes,No,Yes,Yes,$,No,No,Thai,>60,No,0
No,No,Yes,Yes,$$,Yes,No,Italian,30-60,No,0
Yes,No,Yes,Yes,$,No,No,Italian,>60,No,0
No,No,No,No,$$,Yes,No,Italian,0-10,Yes,24
Yes,No,Yes,No,$,No,No,Italian,>60,No,0
Yes,Yes,No,No,$$,No,Yes,Italian,>60,No,0
Yes,No,Yes,No,$,No,No,Thai,10-30,Yes,214
Yes,No,Yes,Yes,$,Yes,No,Italian,10-30,Yes,70
No,Yes,Yes,Yes,$,Yes,No,Thai,0-10,Yes,172
No,Yes,No,Yes,$,Yes,No,Burger,10-30,Yes,20
Yes,No,Yes,Yes,$,No,No,Burger,0-10,Yes,26
Yes,Yes,Yes,No,$,Yes,Yes,Burger,30-60,Yes,330
No,No,Yes,Yes,$,Yes,No,Burger,10-30,Yes,26
No,Yes,Yes,Yes,$$,Yes,Yes,Thai,0-10,Yes,31
Yes,No,Yes,Yes,$$$,No,Yes,Burger,>60,Yes,275
Yes,Yes,Yes,Yes,$,Yes,No,Burger,0-10,Yes,185
Yes,No,Yes,Yes,$,Yes,No,Burger,0-10,Yes,285
Yes,Yes,Yes,Yes,$,No,No,Thai,>60,No,0
Yes,No,Yes,Yes,$,Yes,Yes,Italian,10-30,Yes,325
No,No,Yes,Yes,$$,No,Yes,Italian,>60,No,0
Yes,No,Yes,Yes,$,Yes,No,Italian,30-60,Yes,26
No,Yes,Yes,No,$$,Yes,No,Burger,0-10,Yes,146
No,Yes,No,Yes,$,No,No,Thai,>60,No,0
No,No,Yes,No,$$,Yes,No,Italian,30-60,No,0
Yes,No,No,Yes,$$$,No,No,Burger,30-60,Yes,30
No,No,Yes,Yes,$,Yes,No,Burger,10-30,No,0
No,No,Yes,Yes,$$$,No,No,Burger,30-60,Yes,39
No,Yes,Yes,Yes,$,Yes,No,French,0-10,Yes,60
No,Yes,Yes,Yes,$,Yes,Yes,Thai,30-60,Yes,113
Yes,Yes,No,No,$$$,No,Yes,Burger,30-60,Yes,30
Yes,No,Yes,Yes,$$,No,No,Italian,>60,No,0
No,No,Yes,Yes,$,Yes,No,Italian,10-30,Yes,183
No,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,288
Yes,Yes,Yes,No,$,Yes,No,Burger,0-10,Yes,266
Yes,Yes,Yes,Yes,$$,No,Yes,Burger,0-10,No,0
Yes,Yes,Yes,Yes,$$,No,Yes,Italian,0-10,No,0
No,No,Yes,No,$,No,No,Italian,10-30,Yes,26
Yes,No,Yes,Yes,$$,No,Yes,French,10-30,No,0
No,No,Yes,No,$,Yes,No,Italian,0-10,Yes,90
No,Yes,No,Yes,$,No,No,Burger,30-60,Yes,20
Yes,No,Yes,Yes,$,Yes,No,French,10-30,Yes,26
No,Yes,Yes,Yes,$,Yes,No,Italian,30-60,Yes,33
Yes,Yes,Yes,Yes,$,Yes,No,Burger,30-60,Yes,29
No,Yes,Yes,No,$,Yes,No,Thai,>60,Yes,26
Yes,Yes,Yes,Yes,$,Yes,Yes,Burger,>60,No,0
No,Yes,Yes,No,$,Yes,No,Italian,10-30,Yes,193
No,No,No,Yes,$,Yes,No,Italian,30-60,No,0
Yes,No,Yes,No,$,No,No,Thai,30-60,Yes,43
Yes,No,No,Yes,$,Yes,No,French,0-10,Yes,20
Yes,Yes,No,Yes,$,Yes,Yes,Italian,30-60,Yes,20
Yes,No,Yes,Yes,$,Yes,No,Italian,30-60,Yes,73
No,Yes,Yes,Yes,$$$,Yes,No,Italian,10-30,Yes,349
Yes,No,Yes,No,$,Yes,No,Italian,10-30,Yes,62
Yes,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,112
No,Yes,Yes,Yes,$$,No,Yes,Burger,30-60,Yes,163
Yes,No,Yes,No,$,Yes,No,Burger,>60,No,0
Yes,Yes,No,Yes,$,No,No,Italian,10-30,No,0
No,No,Yes,Yes,$,Yes,No,Italian,30-60,Yes,86
Yes,No,Yes,No,$,No,No,Italian,0-10,Yes,143
Yes,No,Yes,No,$$,Yes,Yes,French,>60,No,0
Yes,Yes,No,No,$,Yes,No,Burger,30-60,No,0
Yes,Yes,Yes,No,$,No,No,Burger,>60,No,0
Yes,Yes,Yes,No,$,Yes,No,Italian,30-60,Yes,177
Yes,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,26
No,No,Yes,No,$,No,No,Italian,>60,No,0
Yes,Yes,Yes,No,$,No,Yes,Burger,30-60,Yes,26
No,No,No,No,$$,Yes,No,Burger,10-30,No,0
No,No,Yes,Yes,$$,Yes,Yes,French,>60,No,0
No,Yes,Yes,Yes,$,Yes,No,Burger,30-60,Yes,93
No,Yes,No,Yes,$$,Yes,No,Italian,>60,No,0
Yes,No,Yes,Yes,$$,No,No,French,0-10,Yes,169
Yes,Yes,Yes,Yes,$$$,No,Yes,French,30-60,Yes,153
Yes,No,Yes,No,$,No,No,Burger,0-10,Yes,26
No,Yes,No,No,$$$,No,Yes,Burger,>60,Yes,30
Yes,Yes,No,No,$,No,No,French,10-30,No,0
Yes,No,No,No,$$,No,No,Burger,0-10,Yes,219
Yes,No,Yes,No,$,Yes,Yes,Italian,10-30,Yes,26
No,No,Yes,Yes,$$,Yes,No,Thai,10-30,Yes,412
No,Yes,No,No,$,No,Yes,Burger,10-30,Yes,22
Yes,Yes,Yes,Yes,$$,Yes,Yes,French,0-10,Yes,31
No,Yes,No,Yes,$,No,Yes,Italian,>60,No,0
No,No,No,Yes,$$,No,Yes,Thai,>60,No,0
Yes,No,Yes,No,$$$,Yes,Yes,Italian,>60,Yes,39
No,Yes,No,Yes,$,Yes,No,Italian,0-10,Yes,20
No,No,No,Yes,$,Yes,No,Thai,0-10,Yes,20
Yes,Yes,Yes,Yes,$,Yes,No,French,10-30,Yes,32
No,No,Yes,Yes,$,Yes,No,Burger,30-60,Yes,308
No,Yes,Yes,Yes,$$$,Yes,Yes,Italian,0-10,Yes,58
No,Yes,Yes,No,$,Yes,Yes,Burger,0-10,Yes,28
No,Yes,Yes,No,$,Yes,No,Burger,0-10,Yes,26
No,No,Yes,No,$$,Yes,Yes,French,30-60,No,0
No,No,Yes,Yes,$,Yes,No,Italian,10-30,Yes,556
No,Yes,Yes,No,$,No,No,Burger,>60,Yes,189
No,Yes,Yes,No,$,Yes,No,Italian,30-60,Yes,26
Yes,Yes,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,Yes,Yes,No,$,No,No,Thai,>60,Yes,26
Yes,Yes,Yes,Yes,$,Yes,No,Burger,30-60,Yes,263
Yes,Yes,Yes,Yes,$,Yes,Yes,Thai,>60,No,0
No,No,Yes,No,$$,No,No,Italian,30-60,No,0
Yes,No,No,No,$,Yes,No,French,10-30,Yes,211
Yes,No,Yes,Yes,$$,No,No,Burger,0-10,Yes,574
No,No,Yes,Yes,$$,No,No,Italian,0-10,Yes,31
No,Yes,No,Yes,$,No,No,Burger,0-10,Yes,20
No,Yes,Yes,No,$$,No,Yes,Italian,>60,No,0
No,Yes,Yes,No,$,Yes,Yes,Italian,>60,No,0
