ID,Responded,Previous,ControlPackage,PostalCode,Age,Income,Education,Reside,Gender,Married,Children,Region,Sequence
5698, ,No, ,96360,47,50-74,Some college,7,Male,Yes,3,West,1657
5699,No,No,Control,74960,32,<25,College,5,Male,No,0,South,3728
5700, ,No, ,75940,56,75+,Some high school or less,8,Male,Yes,2,South,3301
5701, ,No, ,94600,38,25-49,Post-graduate,6,Female,No,1,West,969
5702, ,No, ,93310,33,50-74,Post-graduate,13,Male,Yes,2,West,103
5703,No,No,Control,94670,54,75+,High school,14,Male,Yes,2,West,215
5704, ,No, ,93760,44,75+,College,13,Female,No,3,West,771
5705, ,No, ,61950,39,75+,Post-graduate,14,Male,No,0,North,7333
5706, ,No, ,74170,30,25-49,Post-graduate,7,Male,Yes,0,South,2829
5707, ,No, ,61910,44,75+,College,16,Female,No,2,North,5443
5708,No,No,Test,60290,21,75+,High school,2,Male,No,0,North,6918
5709, ,No, ,76200,26,50-74,College,10,Male,No,0,South,4082
5710,Yes,No,Test,95820,39,25-49,Some college,8,Female,No,1,West,1270
5711, ,No, ,11600,64,50-74,College,10,Female,No,2,East,8984
5712,No,No,Test,61010,48,50-74,High school,12,Female,Yes,2,North,5874
5713, ,No, ,09870,46,75+,Some college,15,Female,Yes,3,East,8337
5714,No,No,Control,09600,18,25-49,College,10,Female,No,0,East,8252
5715,No,No,Control,74400,44,75+,Some college,8,Female,No,3,South,3398
5716, ,No, ,62080,56,75+,College,12,Female,No,1,North,5489
5717, ,No, ,61860,39,75+,Some college,9,Male,Yes,2,North,6655
5718,No,No,Test,75260,61,75+,High school,7,Male,Yes,0,South,3121
5719, ,No, ,60670,29,<25,Some college,9,Female,No,0,North,5165
5720,No,No,Control,61810,68,75+,Some high school or less,7,Female,Yes,2,North,6072
5721, ,No, ,96280,52,75+,High school,10,Male,Yes,3,West,371
5722, ,No, ,74470,40,25-49,High school,11,Male,No,1,South,3583
5723, ,No, ,10280,57,75+,Some college,9,Male,No,0,East,9607
5724, ,No, ,96680,20,<25,College,8,Male,No,0,West,4575
5725, ,No, ,94030,63,75+,College,17,Female,Yes,2,West,834
5726, ,No, ,75130,49,50-74,Some college,10,Male,Yes,2,South,3079
5727, ,No, ,93250,25,<25,Some high school or less,11,Female,No,0,West,653
5728,No,No,Test,92550,29,50-74,High school,7,Female,Yes,0,West,504
5729, ,No, ,95320,54,25-49,College,8,Male,Yes,2,West,275
5730, ,No, ,60140,24,<25,College,15,Male,No,0,North,6871
5731, ,No, ,60660,22,<25,Some high school or less,7,Female,No,0,North,5157
5732, ,No, ,75460,59,25-49,Some college,6,Female,Yes,0,South,2026
5733, ,No, ,61870,35,25-49,Some college,11,Male,Yes,1,North,6658
5734, ,No, ,62010,36,<25,Some high school or less,9,Female,No,0,North,5469
5735,Yes,No,Test,94740,46,75+,Some college,17,Male,Yes,3,West,223
5736, ,No, ,11440,52,<25,Some high school or less,11,Male,No,0,East,9815
5737, ,No, ,75450,49,50-74,College,6,Female,No,2,South,2024
5738,No,No,Test,76220,26,25-49,Some high school or less,9,Female,No,1,South,1684
5739, ,Yes, ,60280,30,<25,High school,5,Female,No,0,North,5074
5740, ,No, ,75870,56,75+,Some college,11,Female,Yes,0,South,2675
5741, ,No, ,95980,40,<25,High school,10,Female,Yes,0,West,1304
5742, ,No, ,61200,56,25-49,Post-graduate,11,Female,Yes,2,North,5915
5743, ,No, ,76000,37,25-49,Some high school or less,12,Female,Yes,0,South,2705
5744, ,No, ,94000,57,75+,College,14,Female,Yes,2,West,8
5745,No,No,Test,94240,15,<25,College,13,Male,No,0,West,4368
5746, ,No, ,75830,30,<25,Post-graduate,11,Female,No,0,South,2124
5747, ,No, ,75400,54,75+,Some high school or less,10,Female,Yes,2,South,2564
5748,No,No,Test,60990,39,50-74,Some college,13,Male,No,0,North,5564
5749, ,No, ,75160,36,25-49,Post-graduate,8,Female,No,0,South,1963
5750, ,No, ,96560,60,75+,Some college,8,Male,Yes,2,West,398
5751, ,No, ,11270,66,75+,High school,15,Female,Yes,0,East,8843
5752,No,No,Test,93940,35,75+,College,13,Female,No,4,West,816
5753, ,No, ,75540,38,<25,High school,8,Male,Yes,0,South,3189
5754, ,No, ,60670,50,75+,Some high school or less,4,Male,Yes,0,North,6368
5755, ,No, ,10940,63,75+,High school,4,Male,Yes,3,East,9270
5756, ,Yes, ,93440,20,<25,Some high school or less,12,Male,No,0,West,4116
5757,No,No,Test,60000,41,75+,Some college,5,Female,Yes,3,North,5644
5758, ,No, ,74770,33,<25,College,12,Male,No,0,South,3664
5759, ,No, ,09760,43,75+,Some college,9,Female,Yes,2,East,8296
5760,Yes,No,Test,09530,71,50-74,Some high school or less,6,Male,No,2,East,9476
5761, ,No, ,11560,39,<25,Post-graduate,8,Female,No,0,East,8976
5762, ,No, ,92550,40,75+,College,7,Female,Yes,1,West,503
5763, ,No, ,96960,29,<25,High school,12,Male,No,0,West,4693
5764,No,No,Control,95020,57,25-49,College,11,Male,Yes,2,West,249
5765, ,No, ,74690,42,25-49,High school,9,Female,No,1,South,3405
5766, ,No, ,59910,61,50-74,College,7,Female,Yes,2,North,5612
5767, ,No, ,96390,54,50-74,College,14,Male,No,2,West,4193
5768, ,No, ,09630,20,<25,Some college,7,Male,No,0,East,7660
5769, ,No, ,61980,53,75+,College,11,Male,Yes,2,North,6685
5770, ,No, ,74840,25,75+,Some high school or less,12,Female,Yes,1,South,2428
5771, ,No, ,09160,66,75+,High school,11,Female,Yes,3,East,8078
5772, ,No, ,75200,34,25-49,Some high school or less,17,Female,No,0,South,1971
5773, ,No, ,92810,38,75+,Some high school or less,12,Male,Yes,1,West,65
5774, ,No, ,95860,49,75+,College,12,Male,Yes,2,West,340
5775, ,No, ,95140,41,75+,Some high school or less,12,Male,No,0,West,4447
5776, ,No, ,61360,43,50-74,Post-graduate,7,Male,No,0,North,5571
5777, ,No, ,09380,63,50-74,High school,14,Male,Yes,2,East,7451
5778, ,No, ,11530,41,<25,High school,5,Female,No,0,East,8962
5779,No,No,Test,97270,68,75+,Some college,13,Female,Yes,2,West,1617
5780, ,Yes, ,09810,61,75+,High school,13,Male,Yes,2,East,7687
5781, ,No, ,75920,51,75+,High school,18,Male,Yes,0,South,3291
5782, ,No, ,11180,33,<25,Some college,13,Female,No,0,East,8809
5783,No,No,Test,12130,62,75+,Post-graduate,2,Female,Yes,2,East,9164
5784, ,No, ,61960,44,75+,Post-graduate,13,Female,No,1,North,5457
5785,No,No,Control,61270,42,<25,Some college,12,Male,No,0,North,7152
5786, ,No, ,61860,51,50-74,Some high school or less,7,Female,Yes,2,North,6085
5787, ,No, ,96500,49,50-74,Post-graduate,12,Female,Yes,2,West,1432
5788,Yes,No,Control,11510,47,50-74,College,7,Female,Yes,2,East,8954
5789, ,No, ,75410,41,25-49,Some college,9,Female,No,0,South,2016
5790, ,No, ,11070,48,50-74,Some college,13,Male,No,1,East,9758
5791,No,No,Test,76160,42,75+,Some college,12,Female,No,1,South,2194
5792, ,Yes, ,75410,41,25-49,Some college,8,Male,No,1,South,3858
5793,No,No,Control,09990,40,75+,College,13,Male,No,0,East,9544
5794, ,No, ,11140,44,75+,Post-graduate,16,Female,Yes,0,East,8795
5795, ,No, ,11070,57,75+,College,10,Male,No,0,East,9757
5796, ,No, ,93550,17,<25,Post-graduate,10,Female,No,0,West,729
5797, ,No, ,74570,45,50-74,Some high school or less,15,Male,Yes,2,South,2934
5798, ,No, ,11460,45,75+,Some college,12,Female,Yes,2,East,8939
5799, ,No, ,11400,47,50-74,Post-graduate,3,Female,No,1,East,9323
5800, ,No, ,74200,57,50-74,Some high school or less,7,Male,No,3,South,3503
5801, ,No, ,75650,37,25-49,Some high school or less,9,Male,Yes,0,South,3218
5802, ,No, ,74620,20,25-49,Some high school or less,6,Female,No,0,South,1848
5803, ,No, ,93510,47,50-74,High school,13,Male,Yes,2,West,119
5804, ,No, ,74550,62,75+,Some college,11,Female,No,1,South,1831
5805, ,No, ,96350,49,75+,Some high school or less,6,Female,Yes,2,West,1395
5806, ,No, ,61500,52,25-49,Post-graduate,8,Female,No,0,North,5359
5807, ,No, ,95480,45,50-74,Some college,5,Female,Yes,2,West,1186
5808, ,No, ,62050,54,25-49,Post-graduate,10,Male,Yes,0,North,6703
5809, ,No, ,61200,43,50-74,Some high school or less,11,Male,Yes,3,North,6508
5810, ,No, ,60490,45,75+,High school,10,Female,Yes,0,North,5760
5811, ,No, ,09640,27,<25,College,4,Male,No,0,East,7460
5812,No,No,Test,60010,34,50-74,Some college,10,Male,No,0,North,6842
5813, ,No, ,74490,67,75+,Some high school or less,8,Female,No,1,South,1681
5814,No,No,Control,74560,55,25-49,College,6,Female,No,1,South,1833
5815, ,No, ,75030,52,50-74,Some college,10,Female,Yes,2,South,2467
5816,Yes,No,Test,95420,68,25-49,High school,3,Male,No,1,West,4676
5817, ,Yes, ,60500,46,75+,Some high school or less,11,Male,Yes,0,North,6335
5818, ,No, ,11570,44,25-49,Some high school or less,11,Male,Yes,2,East,7892
5819,No,No,Control,60650,38,25-49,Post-graduate,10,Male,No,0,North,7013
5820, ,No, ,95510,59,75+,Post-graduate,10,Male,Yes,2,West,298
5821, ,No, ,75390,49,25-49,Some college,13,Male,Yes,2,South,3157
5822, ,No, ,74180,51,75+,College,8,Male,No,0,South,3498
5823, ,No, ,61280,47,75+,Post-graduate,8,Male,No,0,North,7153
5824, ,No, ,11400,63,25-49,Some college,11,Female,Yes,2,East,8908
5825, ,No, ,75390,64,75+,Some college,6,Male,Yes,2,South,3155
5826, ,No, ,76080,60,75+,High school,10,Male,Yes,0,South,3332
5827, ,No, ,75170,53,50-74,Some college,9,Male,No,0,South,3790
5828, ,No, ,96020,51,75+,College,8,Female,Yes,0,West,1319
5829,No,No,Control,74210,53,75+,High school,8,Male,Yes,0,South,2839
5830, ,No, ,11220,46,75+,Post-graduate,5,Male,No,0,East,9778
5831, ,No, ,93340,51,50-74,Some high school or less,1,Male,Yes,2,West,4749
5832, ,No, ,74640,40,75+,Some high school or less,9,Female,Yes,0,South,2376
5833, ,No, ,10080,74,75+,Post-graduate,4,Male,Yes,2,East,9564
5834, ,No, ,60790,31,25-49,Some college,10,Female,No,1,North,5191
5835, ,No, ,60540,25,<25,Some college,7,Female,No,0,North,5130
5836, ,Yes, ,61350,39,75+,Post-graduate,11,Male,Yes,2,North,6544
5837, ,No, ,75370,43,75+,College,11,Male,Yes,0,South,3145
5838, ,No, ,95220,30,<25,College,14,Female,Yes,0,West,1122
5839, ,No, ,11020,42,25-49,Post-graduate,10,Male,Yes,2,East,9746
5840, ,No, ,97050,44,75+,Some college,12,Female,No,0,West,1557
5841,No,No,Test,97030,51,50-74,Post-graduate,10,Male,Yes,3,West,425
5842, ,No, ,60320,40,50-74,Some high school or less,8,Male,No,0,North,6927
5843, ,No, ,74240,42,75+,Post-graduate,14,Male,Yes,2,South,2847
5844,No,No,Control,93880,35,25-49,Post-graduate,15,Male,Yes,2,West,4778
5845, ,No, ,92600,48,75+,College,14,Male,Yes,3,West,4727
5846, ,No, ,75120,18,<25,Some college,9,Male,No,0,South,3778
5847,No,No,Control,60050,63,75+,College,6,Female,No,4,North,5006
5848, ,No, ,62300,40,50-74,Some college,8,Female,No,2,North,5546
5849, ,No, ,60590,44,50-74,Post-graduate,12,Female,No,2,North,5143
5850, ,No, ,75430,40,<25,Some college,11,Female,Yes,0,South,2568
5851, ,No, ,12220,49,75+,Post-graduate,12,Female,Yes,0,East,9208
5852, ,No, ,09320,35,25-49,Some college,10,Female,No,0,East,8146
5853, ,No, ,95980,51,25-49,High school,10,Female,Yes,2,West,1303
5854, ,No, ,09170,46,50-74,Some high school or less,6,Male,Yes,3,East,7607
5855,No,No,Test,11600,39,25-49,College,11,Female,No,0,East,8986
5856, ,No, ,93800,60,50-74,High school,13,Female,No,2,West,785
5857,No,No,Test,75510,20,25-49,Some high school or less,12,Female,No,1,South,2041
5858, ,No, ,11550,34,25-49,Some high school or less,9,Female,No,0,East,9326
5859,No,No,Control,93820,58,50-74,High school,12,Male,No,1,West,4332
5860, ,No, ,93010,32,75+,Some high school or less,11,Female,No,2,West,594
5861, ,Yes, ,60820,31,75+,Post-graduate,6,Female,Yes,0,North,5834
5862,No,No,Control,60060,46,75+,Post-graduate,11,Female,Yes,0,North,5653
5863,No,No,Control,93600,40,50-74,College,9,Male,Yes,1,West,128
5864, ,No, ,95180,44,25-49,Some college,8,Female,No,1,West,1111
5865, ,No, ,59870,25,<25,College,6,Female,No,0,North,4958
5866, ,No, ,75480,27,50-74,College,11,Female,No,3,South,2035
5867, ,No, ,61000,47,25-49,High school,10,Male,No,0,North,7091
5868, ,No, ,94390,39,25-49,High school,10,Female,No,1,West,1672
5869,No,No,Test,96420,58,25-49,Some high school or less,14,Male,Yes,2,West,386
5870, ,No, ,61860,21,75+,Post-graduate,7,Male,No,0,North,7310
5871, ,No, ,12320,58,75+,Some college,4,Male,Yes,2,East,7954
5872, ,No, ,76080,42,75+,Some high school or less,8,Female,No,2,South,2178
5873, ,No, ,09800,69,75+,High school,12,Female,Yes,3,East,8313
5874, ,No, ,10130,34,75+,High school,7,Female,No,0,East,8436
5875, ,No, ,75850,67,75+,College,12,Male,Yes,2,South,3271
5876,No,No,Control,60010,44,50-74,Some college,8,Female,No,1,North,4997
5877, ,No, ,96130,22,<25,Post-graduate,12,Female,No,0,West,1347
5878, ,No, ,94280,33,25-49,Post-graduate,11,Female,No,0,West,896
5879, ,No, ,92410,48,50-74,Some high school or less,11,Female,Yes,0,West,474
5880, ,No, ,74720,43,25-49,Some college,13,Female,No,1,South,1870
5881, ,No, ,97020,37,<25,College,9,Female,Yes,0,West,1553
5882, ,No, ,10490,23,75+,Some high school or less,13,Male,No,0,East,7783
5883, ,No, ,10210,41,25-49,Some college,6,Female,No,0,East,8469
5884, ,No, ,95350,48,25-49,Post-graduate,9,Female,No,1,West,1155
5885, ,No, ,09720,41,50-74,College,8,Male,Yes,3,East,7673
5886, ,No, ,60190,58,75+,College,7,Female,No,2,North,5043
5887, ,No, ,11970,35,25-49,Post-graduate,12,Male,Yes,1,East,7924
5888,No,No,Control,75580,34,<25,Post-graduate,4,Male,Yes,0,South,3203
5889, ,No, ,09550,49,75+,Some high school or less,8,Female,No,3,East,8232
5890, ,No, ,09050,14,75+,Some college,8,Male,No,0,East,9973
5891, ,No, ,09790,75,75+,Post-graduate,12,Male,Yes,3,East,7683
5892, ,No, ,74980,56,75+,College,8,Female,No,2,South,1924
5893, ,No, ,60630,30,<25,College,11,Male,Yes,1,North,6354
5894, ,Yes, ,74100,33,25-49,Post-graduate,11,Male,Yes,1,South,2817
5895, ,No, ,96270,40,<25,High school,10,Female,Yes,0,West,1374
5896, ,No, ,09420,40,25-49,Some high school or less,15,Male,No,0,East,9451
5897, ,No, ,61510,42,25-49,Some college,9,Male,Yes,0,North,6578
5898, ,No, ,74930,45,50-74,Some high school or less,3,Female,No,1,South,3413
5899, ,No, ,10760,51,75+,Some college,7,Male,No,0,East,9696
5900, ,No, ,11240,40,25-49,High school,7,Male,Yes,2,East,7856
5901, ,No, ,10300,45,50-74,Some college,4,Female,Yes,2,East,8495
5902, ,No, ,93870,49,75+,College,9,Male,Yes,2,West,4774
5903,No,No,Test,97060,29,25-49,High school,9,Male,No,1,West,4602
5904,Yes,No,Control,60870,46,75+,College,5,Male,Yes,0,North,6420
5905, ,No, ,75340,54,50-74,Post-graduate,7,Male,Yes,2,South,3139
5906, ,No, ,59840,59,75+,High school,11,Female,Yes,2,North,5592
5907, ,No, ,94400,47,50-74,College,6,Male,Yes,2,West,4798
5908, ,No, ,96380,48,<25,Some high school or less,9,Female,No,0,West,1399
5909,No,No,Test,60600,64,25-49,Some college,7,Female,Yes,0,North,5778
5910, ,No, ,75040,58,50-74,Some high school or less,6,Male,Yes,0,South,3057
5911, ,No, ,96370,28,<25,College,9,Female,No,0,West,4711
5912, ,No, ,10880,54,75+,Post-graduate,6,Male,Yes,2,East,7515
5913, ,No, ,61550,30,<25,Post-graduate,11,Male,No,0,North,5572
5914, ,No, ,09810,51,75+,High school,9,Male,Yes,3,East,7686
5915, ,No, ,76010,51,50-74,High school,10,Male,No,0,South,4019
5916, ,No, ,95230,31,75+,High school,11,Male,No,0,West,4450
5917, ,No, ,97250,37,<25,College,10,Male,Yes,2,West,4923
5918, ,No, ,92640,42,<25,College,3,Female,No,0,West,522
5919, ,No, ,93480,57,75+,Post-graduate,8,Female,No,1,West,720
5920, ,No, ,10470,51,50-74,Post-graduate,10,Male,Yes,2,East,7778
5921, ,No, ,74860,27,<25,Some high school or less,4,Female,No,0,South,1901
5922, ,No, ,60060,53,75+,Post-graduate,11,Male,Yes,0,North,6243
5923, ,No, ,60390,27,25-49,Some college,15,Female,No,0,North,5096
5924, ,No, ,60000,38,<25,High school,8,Male,Yes,0,North,6231
5925, ,No, ,61910,40,<25,College,13,Female,No,0,North,5441
5926,No,No,Test,93870,52,25-49,College,5,Male,Yes,3,West,4772
5927, ,Yes, ,60610,46,50-74,Post-graduate,6,Female,No,1,North,5148
5928, ,No, ,62190,59,25-49,High school,12,Female,Yes,2,North,6156
5929, ,No, ,74730,71,50-74,College,12,Female,Yes,2,South,2403
5930, ,No, ,76100,53,75+,Some high school or less,9,Female,No,2,South,2180
5931, ,No, ,62090,52,75+,High school,9,Male,Yes,2,North,6712
5932, ,No, ,09430,43,25-49,Some college,4,Male,No,0,East,9452
5933, ,No, ,75200,48,25-49,High school,12,Male,Yes,2,South,3103
5934, ,No, ,10190,42,25-49,High school,14,Female,Yes,2,East,8454
5935, ,No, ,09430,45,75+,Some college,9,Female,Yes,3,East,8178
5936,No,No,Test,95470,40,50-74,Some high school or less,12,Male,No,1,West,4476
5937,No,No,Control,96810,46,25-49,College,10,Male,No,1,West,4587
5938,No,No,Test,10980,29,75+,High school,10,Female,No,1,East,8739
5939, ,No, ,74790,37,25-49,Post-graduate,15,Female,Yes,1,South,2415
5940, ,No, ,93160,63,50-74,Some high school or less,14,Female,Yes,2,West,634
5941,Yes,No,Test,76200,45,75+,Post-graduate,11,Female,Yes,0,South,2776
5942, ,No, ,09690,30,25-49,Some college,9,Male,Yes,2,East,7667
5943, ,No, ,10970,53,75+,Some college,11,Male,Yes,3,East,7522
5944, ,No, ,74610,34,75+,College,9,Male,No,0,South,3620
5945, ,No, ,61480,23,<25,College,7,Female,No,0,North,5352
5946, ,No, ,10710,48,75+,Some college,13,Male,Yes,2,East,7987
5947, ,No, ,10750,46,25-49,Post-graduate,10,Female,Yes,2,East,8656
5948, ,No, ,93220,55,<25,College,9,Female,No,0,West,647
5949, ,No, ,09820,55,50-74,College,10,Female,No,1,East,8317
5950,No,No,Test,60450,31,25-49,College,12,Female,No,0,North,5106
5951,No,No,Control,76180,26,75+,College,5,Male,No,0,South,4076
5952, ,No, ,60770,47,25-49,Some high school or less,9,Male,No,0,North,7038
5953, ,No, ,10980,45,50-74,College,10,Male,Yes,3,East,9738
5954, ,No, ,95740,46,75+,Some high school or less,8,Male,Yes,3,West,323
5955,No,No,Test,09370,34,25-49,College,16,Male,No,1,East,9437
5956, ,No, ,94850,58,25-49,Some college,9,Female,Yes,0,West,1019
5957, ,No, ,74930,42,25-49,Some high school or less,12,Male,No,0,South,3718
5958,No,No,Control,95890,41,<25,College,7,Male,No,0,West,4512
5959, ,No, ,12230,46,50-74,Post-graduate,14,Male,No,0,East,9949
5960, ,No, ,11980,55,75+,College,15,Female,Yes,2,East,9104
5961,No,No,Control,61370,60,75+,Post-graduate,12,Female,Yes,2,North,5969
5962,No,No,Control,60640,47,75+,Some high school or less,15,Female,No,2,North,5155
5963, ,No, ,09260,51,25-49,College,14,Female,Yes,2,East,8114
5964, ,No, ,09790,45,<25,Some high school or less,13,Male,No,0,East,9514
5965, ,No, ,74360,36,<25,High school,10,Male,No,0,South,3556
5966, ,No, ,09290,80,75+,College,8,Female,Yes,3,East,8128
5967, ,No, ,75880,54,75+,Post-graduate,12,Female,No,2,South,2139
5968, ,No, ,74140,40,<25,High school,9,Male,No,0,South,3485
5969,No,No,Test,11890,52,25-49,High school,14,Female,Yes,2,East,7584
5970, ,No, ,96760,31,<25,Post-graduate,11,Female,Yes,0,West,1499
5971, ,No, ,09110,33,75+,Post-graduate,6,Female,No,1,East,8059
5972, ,No, ,61940,56,25-49,Some high school or less,11,Male,No,1,North,7332
5973,No,No,Test,94680,48,25-49,Some high school or less,10,Female,Yes,2,West,4934
5974, ,No, ,09310,45,50-74,Some college,5,Female,Yes,3,East,8140
5975, ,No, ,75280,45,25-49,Post-graduate,15,Male,Yes,0,South,3126
5976, ,No, ,74800,47,50-74,College,15,Male,Yes,0,South,2995
5977, ,No, ,92820,28,<25,Some high school or less,16,Male,No,0,West,4258
5978,No,No,Control,60250,34,75+,High school,12,Female,No,2,North,5067
5979, ,No, ,75060,40,50-74,High school,8,Male,No,0,South,3763
5980, ,No, ,93080,46,75+,High school,13,Female,Yes,0,West,617
5981,No,No,Control,09630,37,<25,Some high school or less,5,Male,Yes,2,East,7661
5982, ,No, ,60720,47,75+,Post-graduate,11,Female,No,2,North,5170
5983, ,No, ,74740,45,25-49,High school,8,Female,No,1,South,1875
5984, ,No, ,94730,33,25-49,Post-graduate,8,Female,No,0,West,993
5985, ,No, ,60050,52,75+,Some college,10,Male,Yes,0,North,6240
5986, ,No, ,12080,21,<25,College,12,Male,No,0,East,9927
5987, ,No, ,74440,54,50-74,College,9,Male,No,0,South,3575
5988, ,No, ,09690,29,50-74,High school,16,Male,Yes,2,East,7463
5989, ,No, ,12100,31,<25,Post-graduate,9,Female,No,0,East,9149
5990, ,No, ,92500,42,25-49,Some college,9,Male,No,0,West,4232
5991,No,No,Control,95040,62,50-74,College,8,Male,No,2,West,4433
5992, ,No, ,95490,56,75+,Post-graduate,12,Female,Yes,0,West,1193
5993,No,No,Control,74320,27,<25,Some high school or less,8,Male,No,0,South,3541
5994, ,No, ,74670,50,25-49,Post-graduate,7,Female,Yes,0,South,2385
5995,No,No,Test,75050,20,75+,Some college,6,Male,No,0,South,3759
5996, ,No, ,10980,46,25-49,Post-graduate,10,Female,Yes,0,East,8737
5997,No,No,Control,94700,43,50-74,High school,11,Male,Yes,2,West,221
5998, ,No, ,93260,40,25-49,Some high school or less,11,Male,Yes,0,West,100
5999, ,No, ,60820,29,25-49,High school,9,Female,No,0,North,5195
